year,quarter,sex,sector,value
2024,Q4,Female,Real estate activities,0.07910292652620164
2025,Q1,Female,Real estate activities,0.08339169750334853
2025,Q2,Female,Real estate activities,0.21907209341367442
2025,Q3,Female,Real estate activities,0.1208656482423851
2025,Q4,Female,Real estate activities,0.022540648737846655
2019,Q1,Female,Professional Services,0.3485054047290599
2019,Q2,Female,Professional Services,0.8561821649337494
2019,Q3,Female,Professional Services,0.5806093254083562
2019,Q4,Female,Professional Services,0.6223383520549791
2020,Q1,Female,Professional Services,0.5957181602218597
2020,Q2,Female,Professional Services,0.11394043679513736
2020,Q3,Female,Professional Services,0.22552249027652818
2020,Q4,Female,Professional Services,0.48892393901533127
2021,Q1,Female,Professional Services,0.13849940276352327
2021,Q2,Female,Professional Services,0.44915311603006536
2021,Q3,Female,Professional Services,0.1725348337495055
2021,Q4,Female,Professional Services,0.12812064324447078
2022,Q1,Female,Professional Services,0.6143557046695376
2022,Q2,Female,Professional Services,0.36356232644856584
2022,Q3,Female,Professional Services,0.42665082149741596
2022,Q4,Female,Professional Services,0.4135131328390468
2023,Q1,Female,Professional Services,0.6877164354639091
2023,Q2,Female,Professional Services,0.2670621292959292
2023,Q3,Female,Professional Services,0.20282945422247933
2023,Q4,Female,Professional Services,0.8437165497229252
2024,Q1,Female,Professional Services,0.33413075346806875
2024,Q2,Female,Professional Services,0.5344350614082003
2024,Q3,Female,Professional Services,0.7712032539384515
2024,Q4,Female,Professional Services,0.45089732156233053
2025,Q1,Female,Professional Services,0.3780663204570588
2025,Q2,Female,Professional Services,0.5310421681792167
2025,Q3,Female,Professional Services,0.7152000973836425
2025,Q4,Female,Professional Services,0.5312290119661073
2019,Q1,Female,Administrative and support activities,1.3881314379911018
2019,Q2,Female,Administrative and support activities,1.1898227034317703
2019,Q3,Female,Administrative and support activities,1.1419672040537765
2019,Q4,Female,Administrative and support activities,1.4325513314567004
2020,Q1,Female,Administrative and support activities,1.2618254052060462
2020,Q2,Female,Administrative and support activities,0.6608035680248237
2020,Q3,Female,Administrative and support activities,1.4231819841739264
2020,Q4,Female,Administrative and support activities,1.2857669142419728
2021,Q1,Female,Administrative and support activities,1.0549139920659352
2021,Q2,Female,Administrative and support activities,1.6982318061571873
2021,Q3,Female,Administrative and support activities,1.3614044981188396
2021,Q4,Female,Administrative and support activities,1.22345063476036
2022,Q1,Female,Administrative and support activities,0.532581616662031
2022,Q2,Female,Administrative and support activities,1.2995504327423846
2022,Q3,Female,Administrative and support activities,1.0788278831935127
2022,Q4,Female,Administrative and support activities,1.6749642496813881
2023,Q1,Female,Administrative and support activities,1.8555547015951759
2023,Q2,Female,Administrative and support activities,1.531608923941869
2023,Q3,Female,Administrative and support activities,1.515931813828378
2023,Q4,Female,Administrative and support activities,0.9730435320896588
2024,Q1,Female,Administrative and support activities,1.3234904131045595
2024,Q2,Female,Administrative and support activities,1.8718763504027989
2024,Q3,Female,Administrative and support activities,1.6706430982741143
2024,Q4,Female,Administrative and support activities,2.1746446403602406
2025,Q1,Female,Administrative and support activities,1.8896897346718133
2025,Q2,Female,Administrative and support activities,1.8140709808951931
2025,Q3,Female,Administrative and support activities,1.3963568187217714
2025,Q4,Female,Administrative and support activities,1.5569426615918607
2019,Q1,Female,Public Admin.,0.9836422779450349
2019,Q2,Female,Public Admin.,1.3915101407458437
2019,Q3,Female,Public Admin.,1.6283886382154371
2019,Q4,Female,Public Admin.,1.1185009012587828
2020,Q1,Female,Public Admin.,1.236356288679662
2020,Q2,Female,Public Admin.,1.5546598480376037
2020,Q3,Female,Public Admin.,1.1026824736890122
2020,Q4,Female,Public Admin.,0.7813815024722904
2021,Q1,Female,Public Admin.,0.9225416304762981
2021,Q2,Female,Public Admin.,1.2147110075188625
2021,Q3,Female,Public Admin.,0.7534810667789229
2021,Q4,Female,Public Admin.,0.87533666092026
2022,Q1,Female,Public Admin.,0.7067435693584714
2022,Q2,Female,Public Admin.,1.1099323223410902
2022,Q3,Female,Public Admin.,1.0466849712134454
2022,Q4,Female,Public Admin.,1.1219455419935025
2023,Q1,Female,Public Admin.,0.5322601602155776
2023,Q2,Female,Public Admin.,0.8285797786389157
2023,Q3,Female,Public Admin.,1.0730448894381546
2023,Q4,Female,Public Admin.,1.0110762586655797
2024,Q1,Female,Public Admin.,1.2310330723005918
2024,Q2,Female,Public Admin.,0.8474725628801307
2024,Q3,Female,Public Admin.,0.9511623781181944
2024,Q4,Female,Public Admin.,0.8431792796612855
2025,Q1,Female,Public Admin.,0.876647374019616
2025,Q2,Female,Public Admin.,0.8802508729800769
2025,Q3,Female,Public Admin.,0.9941521327664037
2025,Q4,Female,Public Admin.,1.0959346331365967
2019,Q1,Female,Education,3.8403750322950128
2019,Q2,Female,Education,4.225740669466809
2019,Q3,Female,Education,4.3175160279918385
2019,Q4,Female,Education,3.6021438777516965
2020,Q1,Female,Education,3.6227291601857026
2020,Q2,Female,Education,3.7066850310177992
2020,Q3,Female,Education,2.744314517713082
2020,Q4,Female,Education,3.726700507074148
2021,Q1,Female,Education,2.9272806895880796
2021,Q2,Female,Education,5.122037801956223
2021,Q3,Female,Education,3.9592264373904618
2021,Q4,Female,Education,4.753087385960479
2022,Q1,Female,Education,3.890522068623718
2022,Q2,Female,Education,4.892742773387652
2022,Q3,Female,Education,3.726548022250094
2022,Q4,Female,Education,5.842621308304419
2023,Q1,Female,Education,3.7742058869156123
2023,Q2,Female,Education,4.3460942142713375
2023,Q3,Female,Education,4.4493122373457945
2023,Q4,Female,Education,5.569958529879144
2024,Q1,Female,Education,5.535304472709068
2024,Q2,Female,Education,5.849026041984503
2024,Q3,Female,Education,4.7856621595869715
2024,Q4,Female,Education,4.639244052297727
2025,Q1,Female,Education,4.798052442846404
2025,Q2,Female,Education,5.194924065602735
2025,Q3,Female,Education,4.436345547506134
2025,Q4,Female,Education,5.243705401134061
2019,Q1,Female,Health & Social Work,1.5173807715555583
2019,Q2,Female,Health & Social Work,1.6736080304662941
2019,Q3,Female,Health & Social Work,1.5758599527878872
2019,Q4,Female,Health & Social Work,1.560091973240452
2020,Q1,Female,Health & Social Work,2.424754458115974
2020,Q2,Female,Health & Social Work,2.1588923146025603
2020,Q3,Female,Health & Social Work,1.8317296597992916
2020,Q4,Female,Health & Social Work,1.8335161488100487
2021,Q1,Female,Health & Social Work,1.8129966212644546
2021,Q2,Female,Health & Social Work,2.0645096997412167
2021,Q3,Female,Health & Social Work,1.8984081387817506
2021,Q4,Female,Health & Social Work,1.9098661834428858
2022,Q1,Female,Health & Social Work,1.533993379133825
2022,Q2,Female,Health & Social Work,1.8323790234863346
2022,Q3,Female,Health & Social Work,1.9139963915003748
2022,Q4,Female,Health & Social Work,1.7628967475000523
2023,Q1,Female,Health & Social Work,1.3265878519560774
2023,Q2,Female,Health & Social Work,0.9014633029393796
2023,Q3,Female,Health & Social Work,1.2045953535551281
2023,Q4,Female,Health & Social Work,1.5456627614500578
2024,Q1,Female,Health & Social Work,1.3448301867299668
2024,Q2,Female,Health & Social Work,1.618013575155954
2024,Q3,Female,Health & Social Work,1.9086830577808207
2024,Q4,Female,Health & Social Work,1.4101458728807579
2025,Q1,Female,Health & Social Work,1.2440540876806638
2025,Q2,Female,Health & Social Work,1.20234397171651
2025,Q3,Female,Health & Social Work,1.2252297308035711
2025,Q4,Female,Health & Social Work,0.9888182755489839
2019,Q1,Female,"Arts, entertainment and recreation",0.13469460380881776
2019,Q2,Female,"Arts, entertainment and recreation",0.47011490836960196
2019,Q3,Female,"Arts, entertainment and recreation",0.35662617179548073
2019,Q4,Female,"Arts, entertainment and recreation",0.14161394926228463
2020,Q1,Female,"Arts, entertainment and recreation",0.14252064904352021
2020,Q2,Female,"Arts, entertainment and recreation",0.19043787664312545
2020,Q3,Female,"Arts, entertainment and recreation",0.018409174746923773
2020,Q4,Female,"Arts, entertainment and recreation",0.11507030028759799
2021,Q1,Female,"Arts, entertainment and recreation",0.05418196861789656
2021,Q2,Female,"Arts, entertainment and recreation",0.03832353053736593
2021,Q3,Female,"Arts, entertainment and recreation",0.013284738679136677
2021,Q4,Female,"Arts, entertainment and recreation",0.13217737279475456
2022,Q1,Female,"Arts, entertainment and recreation",0.23848780553827256
2022,Q2,Female,"Arts, entertainment and recreation",0.30621787422008045
2022,Q3,Female,"Arts, entertainment and recreation",0.17921283350857473
2022,Q4,Female,"Arts, entertainment and recreation",0.08461312551523742
2023,Q1,Female,"Arts, entertainment and recreation",0.22982940164246618
2023,Q2,Female,"Arts, entertainment and recreation",0.05797576083908759
2023,Q3,Female,"Arts, entertainment and recreation",0.11125171400806362
2023,Q4,Female,"Arts, entertainment and recreation",0.24443714028755348
2024,Q1,Female,"Arts, entertainment and recreation",0.24230374910459837
2024,Q2,Female,"Arts, entertainment and recreation",0.14916490425072998
2024,Q3,Female,"Arts, entertainment and recreation",0.11143406016535673
2024,Q4,Female,"Arts, entertainment and recreation",0.1078489571885813
2025,Q1,Female,"Arts, entertainment and recreation",0.1956230969769574
2025,Q2,Female,"Arts, entertainment and recreation",0.14541056498005206
2025,Q4,Female,"Arts, entertainment and recreation",0.13330817705268816
2019,Q1,Female,Other Services,1.7832769514433786
2019,Q2,Female,Other Services,1.0105266402297193
2019,Q3,Female,Other Services,2.236996608534863
2019,Q4,Female,Other Services,2.370975264886224
2020,Q1,Female,Other Services,1.9033317731166768
2020,Q2,Female,Other Services,3.1645754450999415
2020,Q3,Female,Other Services,2.1861152483956956
2020,Q4,Female,Other Services,3.0646321690953804
2021,Q1,Female,Other Services,2.7896691604253725
2021,Q2,Female,Other Services,2.8417688001478743
2021,Q3,Female,Other Services,3.306493341808444
2021,Q4,Female,Other Services,2.8765180945597337
2022,Q1,Female,Other Services,2.5213340626772105
2022,Q2,Female,Other Services,3.5427086423150733
2022,Q3,Female,Other Services,3.5801872984360035
2022,Q4,Female,Other Services,2.9181186848662266
2023,Q1,Female,Other Services,2.6631214039605693
2023,Q2,Female,Other Services,2.100124658463036
2023,Q3,Female,Other Services,2.8747263732242287
2023,Q4,Female,Other Services,2.3481386207251247
2024,Q1,Female,Other Services,2.3669199308172466
2024,Q2,Female,Other Services,3.697409874673021
2024,Q3,Female,Other Services,4.479452372041521
2024,Q4,Female,Other Services,2.848457626800654
2025,Q1,Female,Other Services,3.2116957960647783
2025,Q2,Female,Other Services,3.715914569987401
2025,Q3,Female,Other Services,4.6124059531025505
2025,Q4,Female,Other Services,3.123618009916982
2019,Q1,Female,Households as Employers,7.213989976589041
2019,Q2,Female,Households as Employers,8.935129863885212
2019,Q3,Female,Households as Employers,7.939412266679375
2019,Q4,Female,Households as Employers,7.8599227514394885
2020,Q1,Female,Households as Employers,7.084878349382159
2020,Q2,Female,Households as Employers,6.047574491474872
2020,Q3,Female,Households as Employers,7.090199929300726
2020,Q4,Female,Households as Employers,6.475018302975198
2021,Q1,Female,Households as Employers,5.123233152956415
2021,Q2,Female,Households as Employers,5.808251998898296
2021,Q3,Female,Households as Employers,5.550279084606856
2021,Q4,Female,Households as Employers,5.980044490077581
2022,Q1,Female,Households as Employers,5.02070136099377
2022,Q2,Female,Households as Employers,6.191764679941835
2022,Q3,Female,Households as Employers,5.778602559971911
2022,Q4,Female,Households as Employers,6.246096601216274
2023,Q1,Female,Households as Employers,5.772390474026694
2023,Q2,Female,Households as Employers,5.275706765620779
2023,Q3,Female,Households as Employers,5.716470478664058
2023,Q4,Female,Households as Employers,6.2758154036899105
2024,Q1,Female,Households as Employers,5.777535201158994
2024,Q2,Female,Households as Employers,5.595934777100623
2024,Q3,Female,Households as Employers,5.52237402802629
2024,Q4,Female,Households as Employers,5.25855262454504
2025,Q1,Female,Households as Employers,5.141214693836024
2025,Q2,Female,Households as Employers,5.720911414692252
2025,Q3,Female,Households as Employers,5.134877787767989
2025,Q4,Female,Households as Employers,5.128871705036799
2019,Q1,Female,Activities of extraterritorial organizations and bodies,0.331234545027262
2019,Q2,Female,Activities of extraterritorial organizations and bodies,0.6918645715276397
2019,Q3,Female,Activities of extraterritorial organizations and bodies,0.7194876393326672
2019,Q4,Female,Activities of extraterritorial organizations and bodies,0.6953125947698147
2020,Q1,Female,Activities of extraterritorial organizations and bodies,0.24643884586270495
2020,Q2,Female,Activities of extraterritorial organizations and bodies,0.2101346906937637
2020,Q3,Female,Activities of extraterritorial organizations and bodies,0.05839916644913923
2020,Q4,Female,Activities of extraterritorial organizations and bodies,0.1295229508052712
2021,Q1,Female,Activities of extraterritorial organizations and bodies,0.09121313122252508
2021,Q2,Female,Activities of extraterritorial organizations and bodies,0.14802777346777377
2021,Q3,Female,Activities of extraterritorial organizations and bodies,0.0833302869770096
2021,Q4,Female,Activities of extraterritorial organizations and bodies,0.04856076010846774
2022,Q1,Female,Activities of extraterritorial organizations and bodies,0.13583240979211333
2022,Q4,Female,Activities of extraterritorial organizations and bodies,0.07657389428079264
2023,Q1,Female,Activities of extraterritorial organizations and bodies,0.1393820889179173
2023,Q2,Female,Activities of extraterritorial organizations and bodies,0.017993383302226905
2023,Q3,Female,Activities of extraterritorial organizations and bodies,0.06680448935335431
2023,Q4,Female,Activities of extraterritorial organizations and bodies,0.020553581547676374
2024,Q2,Female,Activities of extraterritorial organizations and bodies,0.06565580459999541
2024,Q3,Female,Activities of extraterritorial organizations and bodies,0.02629779579235743
2024,Q4,Female,Activities of extraterritorial organizations and bodies,0.04653954152470371
2025,Q1,Female,Activities of extraterritorial organizations and bodies,0.018790423981802733
